Job post title;Firm name;Firm page;International students
IT Business Analyst Intern - Financial Services;LabAnalysis;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=120;FALSE
IT Business Analyst Intern - Microsoft Dynamics;LabAnalysis;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=120;FALSE
Management Consulting Intern - Healthcare;LabAnalysis;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=120;FALSE
Management Consulting Intern - Public Sector;LabAnalysis;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=120;FALSE
Customer Strategy Intern;LabAnalysis;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=120;FALSE
Supply Chain & Industry 4.0 Intern;LabAnalysis;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=120;FALSE
Stagista dipartimento corporate M&A;Latham & Watkins;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=30;FALSE
Stagista dipartimento Banking & Finance;Latham & Watkins;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=30;FALSE
Manager di Negozio in Training;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Performance Manager in Training;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Finanza;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Marketplace Category Internship;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Marketplace Sales Internship;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Audit&Risk;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Demand Planner;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Assistant Project Manager;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Data Scientist;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Stage Data Engineer;Leroy Merlin Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=57;FALSE
Manager di Negozio in Training;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Performance Manager in Training;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Finanza;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Marketplace Category Internship;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Marketplace Sales Internship;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Audit&Risk;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Demand Planner;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Assistant Project Manager;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Data Scientist;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Stage Data Engineer;Manpower;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=144;FALSE
Graduate Programme;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Junior Client Advisor – Corporate Genoa;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Junior Client Advisor – Mercer Marsh Benefits Genoa;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Insurance Policy Administrator;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
JUNIOR CLIENT ADVISOR – AFFINITY;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Junior Client Advisor - SURETY SPECIALTY;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
JUNIOR SALES GRADUATE PROGRAMME;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant – Health, Safety, Environmental Risk (HSE);Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant - Cyber Risk;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant – Compliance Risk;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant - Enterprise Risk Services;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant – Environmental, Social, Governance (ESG);Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant – Healthcare;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Associate Consultant – Public Entities Risk Management;Marsh;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=138;FALSE
Graduate Programme;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Junior Client Advisor – Corporate Genoa;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Junior Client Advisor – Mercer Marsh Benefits Genoa;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Insurance Policy Administrator;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
JUNIOR CLIENT ADVISOR – AFFINITY;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Junior Client Advisor - SURETY SPECIALTY;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
JUNIOR SALES GRADUATE PROGRAMME;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Associate Consultant – Health, Safety, Environmental Risk (HSE);Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Associate Consultant - Cyber Risk;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Associate Consultant – Compliance Risk;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Associate Consultant - Enterprise Risk Services;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Associate Consultant – Environmental, Social, Governance (ESG);Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Associate Consultant – Healthcare;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
Associate Consultant – Public Entities Risk Management;Maximus;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=171;TRUE
TECNICO ALIMENTARISTA;MAZZOLENI;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=33;FALSE
TECHNICAL SALES ACCOUNT;MAZZOLENI;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=33;FALSE
Internship Capital Market Documentation;Mediobanca;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=15;TRUE
Internship Tax - Presidio Adempimenti e Monitoraggio Contenzioso;Mediobanca;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=15;TRUE
Internship Capital Market Documentation;METRO Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=11;FALSE
Internship Tax - Presidio Adempimenti e Monitoraggio Contenzioso;METRO Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=11;FALSE
JUNIOR QA TESTER;Milestone;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=150;FALSE
JUNIOR QA TESTER (Area TECH);Milestone;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=150;FALSE
DATA MANAGER;Milestone;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=150;FALSE
JUNIOR AGILE PROJECT MANAGER;Milestone;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=150;FALSE
JUNIOR C++ GAME DEVELOPER;Milestone;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=150;FALSE
Praticante avvocato;NASCIMBENE;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=93;TRUE
Stage;NASCIMBENE;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=93;TRUE
AGRONOMIST ITALY;Netafim;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=81;TRUE
Responsabile amministrativo;Netafim;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=81;TRUE
Field Account;Netafim;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=81;TRUE
Marketing and Communication;Netafim;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=81;TRUE
AGRONOMIST ITALY;Oldrati Guarnizioni Industriali Spa;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=123;FALSE
Responsabile amministrativo;Oldrati Guarnizioni Industriali Spa;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=123;FALSE
Field Account;Oldrati Guarnizioni Industriali Spa;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=123;FALSE
Marketing and Communication;Oldrati Guarnizioni Industriali Spa;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=123;FALSE
AGRONOMIST ITALY;OVS;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=111;TRUE
Responsabile amministrativo;OVS;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=111;TRUE
Field Account;OVS;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=111;TRUE
Marketing and Communication;OVS;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=111;TRUE
AGRONOMIST ITALY;Page Personnel;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=58;TRUE
Responsabile amministrativo;Page Personnel;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=58;TRUE
Field Account;Page Personnel;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=58;TRUE
Marketing and Communication;Page Personnel;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=58;TRUE
Sales & Marketing Stage;PERCASSI;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=78;FALSE
Stage Logistica;PERCASSI;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=78;FALSE
Stage Buying & Category;PERCASSI;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=78;FALSE
Stage R&D Gum;Perfetti Van Melle;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=18;TRUE
Stage R&D Packaging;Perfetti Van Melle;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=18;TRUE
Internship - Junior Controller;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Digital Workplace System Engineer;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Information Security Governance;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Corporate Affairs;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Junior Compliance Specialist;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship - Purchasing Europe;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Network Planning;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Junior Industrial Controller;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Customer Service;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Geomarketing and Data Management;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Internship Pricing Car;Pirelli;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=86;FALSE
Controlli Antiriciclaggio;Protiviti;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=102;FALSE
Junior Internal Audit - Financial Services;Protiviti;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=102;FALSE
Cybersecurity - Junior Consultant;Protiviti;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=102;FALSE
Junior Consultant;Protiviti;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=102;FALSE
Controlli Antiriciclaggio;PwC;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=47;FALSE
Junior Internal Audit - Financial Services;PwC;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=47;FALSE
Cybersecurity - Junior Consultant;PwC;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=47;FALSE
Junior Consultant;PwC;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=47;FALSE
Controlli Antiriciclaggio;Randstad Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=154;TRUE
Junior Internal Audit - Financial Services;Randstad Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=154;TRUE
Cybersecurity - Junior Consultant;Randstad Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=154;TRUE
Junior Consultant;Randstad Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=154;TRUE
Controlli Antiriciclaggio;RCS MediaGroup - La Gazzetta dello Sport;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=152;TRUE
Junior Internal Audit - Financial Services;RCS MediaGroup - La Gazzetta dello Sport;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=152;TRUE
Cybersecurity - Junior Consultant;RCS MediaGroup - La Gazzetta dello Sport;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=152;TRUE
Junior Consultant;RCS MediaGroup - La Gazzetta dello Sport;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=152;TRUE
IT Consultant;REPLY;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=38;TRUE
HR Recruiting Consultant;Reverse;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=100;TRUE
Sales Strategy Consultant;Reverse;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=100;TRUE
HR Recruiting Consultant;Robert Bosch;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=9;FALSE
Sales Strategy Consultant;Robert Bosch;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=9;FALSE
Stage - Addetto/a Formazione;Sicuritalia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=25;FALSE
Junior System Engineer;Sicuritalia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=25;FALSE
Stage Ufficio Gare d'Appalto;Sicuritalia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=25;FALSE
Stage Ufficio Commerciale - Sales Support;Sicuritalia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=25;FALSE
Controller Commerciale;Sicuritalia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=25;FALSE
Finance Analytics;Sky;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=6;FALSE
Customer & Prospect Interaction;Sky;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=6;FALSE
Planning & Forecasting Analytics;Sky;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=6;FALSE
Data Analytics;Sky;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=6;FALSE
Sales Controller;SPUMADOR;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=119;TRUE
Sales Business Activator;SPUMADOR;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=119;TRUE
Accounting & Reporting Analyst;SPUMADOR;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=119;TRUE
Front Office Support Internship;STAR;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=133;FALSE
Front Office Support Internship;STMicroelectronics;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=173;TRUE
Account Manager Flowers;Syngenta;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=101;TRUE
AGRONOMO/A TECNICO COMMERCIALE;TIMAC AGRO Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=103;FALSE
IMPIEGATO/A UFFICIO ACQUISTI;TIMAC AGRO Italia;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=103;FALSE
Aerospace Customer Service Representative;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Test Engineer;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Service Desk Agent;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Avionic Software Engineer;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Aeronautical Software Test Engineer;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Business Consultant Junior;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Software Engineer;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
ASP .Net backend Developer;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Software Embedded Engineer;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Avionic Firmware Software Engineer and Tester;TXT Group;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=55;FALSE
Social Media Italy;UCI Cinemas;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=141;TRUE
Agente Service Desk di 1° livello – categorie protette Legge 68/99;UCI Cinemas;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=141;TRUE
Agente Service Desk di 1° livello;UCI Cinemas;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=141;TRUE
Social Media Italy;UMANA;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=107;FALSE
Agente Service Desk di 1° livello – categorie protette Legge 68/99;UMANA;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=107;FALSE
Agente Service Desk di 1° livello;UMANA;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=107;FALSE
Consulente Personal - Retail;UniCredit;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=118;TRUE
Backoffice Mobility Aftersales;Volkswagen Financial Services;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=90;FALSE
Sales and backoffice;Volkswagen Financial Services;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=90;FALSE
Planning and Controlling;Volkswagen Financial Services;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=90;FALSE
Product Specialist;Volkswagen Financial Services;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=90;FALSE
Credit Analyst;Volkswagen Financial Services;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=90;FALSE
Legal;Volkswagen Financial Services;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=90;FALSE
Legal Intern;White & Case;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=145;FALSE
Legal Trainee;White & Case;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=145;FALSE
Consulenti applicativi Junior;ZUCCHETTI;https://cosp.careerserviceunimi.it/scheda-azienda.php?idAzienda=114;FALSE
